productName,genericName,packSize,gmsNo,costPrice,vatRate,manufacturer,legalCategory,barcode,ipuCode
SELF TEST FOR THE DETECTION OF HIV,,1,,23.53,0,Viatris,,3401562920213,5099627274449
SELFCHECK BLOOD GLUCOSE TEST,,2,,10.56,23,Valimedix,,5032331016196,5099627783019
SELFCHECK BLOOD GLUCOSE TEST,,2,,10.56,23,Valimedix,,5060149640180,5099627783019
SELFCHECK BOWEL HEALTH TEST,,1,,10.56,23,Valimedix,,5032331016219,5099627783026
SELFCHECK BOWEL HEALTH TEST,,1,,10.56,23,Valimedix,,5060149640111,5099627783026
SELFCHECK CHOLESTEROL TEST,,1,,10.56,23,Valimedix,,5032331016172,5099627782999
SELFCHECK FEMALE CHLAMYDIA TEST,,1,,15.85,23,Valimedix,,5032331016295,5099627783002
SELFCHECK FEMALE CHLAMYDIA TEST,,1,,15.85,23,Valimedix,,5060149640159,5099627783002
SELFCHECK GLUTEN INTOLERANCE TEST,,1,,15.85,23,Valimedix,,5032331020001,5099627252874
SELFCHECK GLUTEN INTOLERANCE TEST,,1,,15.85,23,Valimedix,,5060149640128,5099627252874
SELFCHECK MENOPAUSE TEST,,1,,10.56,23,Valimedix,,5032331016257,5099627437578
SELFCHECK MULTI DRUG TEST 6 PANEL,,1,,10.56,23,Valimedix,,5032331016332,5099627498227
SELFCHECK MULTI DRUG TEST 6 PANEL,,1,,10.56,23,Valimedix,,5060149640142,5099627498227
SELFCHECK PREGNANCY BLOOD TEST,,1,,11.99,23,Valimedix,,5060149640227,5099627445269
SELFCHECK PROSTATE HEALTH TEST,,1,,13.21,23,Valimedix,,5032331016318,5099627252850
SELFCHECK PROSTATE HEALTH TEST,,1,,13.21,23,Valimedix,,5060149640135,5099627252850
SELFCHECK STOMACH ULCER TEST,,1,,10.56,23,Valimedix,,5032331016233,5099627254359
SELFCHECK STOMACH ULCER TEST,,1,,10.56,23,Valimedix,,5060149640166,5099627254359
SELFCHECK THYROID HEALTH TEST,,1,,10.56,23,Valimedix,,5060149640210,5099627366137
SELFCHECK URINE INFECTION TEST,,1,,10.56,23,Valimedix,,5032331016271,5099627437561
SELFSCREEN HOME DRUG TEST,,1,,10.00,23,Ultimed,,5099374999992,5099627086776
SELFSCREEN HOME DRUG TEST,,2,,16.25,23,Ultimed,,5099374999985,5099627086783
SELINCRO 18MG FC TABS,NALMEFENE,14,54344,53.66,0,Lundbeck,S1A,5702150146106,5099627738415
SELINCRO 18MG FC TABS,NALMEFENE,14,54344,53.66,0,Lundbeck,S1A,5702157142040,5099627738415
SELINCRO 18MG FC TABS,NALMEFENE,28,54345,106.11,0,Lundbeck,S1A,5702150146113,5099627738439
SELINCRO 18MG FC TABS,NALMEFENE,28,54345,106.11,0,Lundbeck,S1A,5702157142057,5099627738439
SELSUN 2.5% SHAMPOO,SELENIUM,50,,3.93,23,SANOFI CL,P,50006526,5099627037716
SELSUN 2.5% SHAMPOO,SELENIUM,50,,3.93,23,SANOFI CL,P,5010797005350,5099627037716
SELSUN 2.5% SHAMPOO,SELENIUM,50,,3.93,23,SANOFI CL,P,50982523,5099627037716
SELSUN 2.5% SHAMPOO,SELENIUM,100,,6.56,23,SANOFI CL,P,50006533,5099627037709
SELSUN 2.5% SHAMPOO,SELENIUM,100,,6.56,23,SANOFI CL,P,5010797005367,5099627037709
SELSUN 2.5% SHAMPOO,SELENIUM,100,,6.56,23,SANOFI CL,P,50982516,5099627037709
SELSUN BLUE 2 IN 1 1% SHAMPOO ULM POA,SELENIUM SULFIDE,300,,18.68,23,Unlicensed Medicines,S1A,,5099627537728
SENNA PLUS 8.6MG/50MG TABS ULM POA,SENNOSIDES/DOCUSATE SOD,100,,0.00,0,Unlicensed Medicines,S1A,,2200002785471
SENOKOT 7.5MG TABS,SENNOSIDE B,20,,4.01,0,Reckitts,P,5000158062818,5099627402101
SENOKOT 7.5MG TABS,SENNOSIDE B,20,,4.01,0,Reckitts,P,5000158410541,5099627402101
SENOKOT 7.5MG TABS,SENNOSIDE B,60,,8.00,0,Reckitts,P,5000158062825,5099627402095
SENOKOT 7.5MG TABS,SENNOSIDE B,100,,10.66,0,Reckitts,P,5000158062832,5099627071314
SENOKOT 7.5MG TABS,SENNOSIDE B,500,,24.66,0,Reckitts,P,5000158062504,5099627397377
SENOKOT 7.5MG/5ML SYRUP,SENNOSIDE B,150,,7.00,0,Reckitts,P,5000158065758,5099627270854
SENOKOT 7.5MG/5ML SYRUP,SENNOSIDE B,150,,7.00,0,Reckitts,P,5000158066243,5099627270854
SENOKOT 7.5MG/5ML SYRUP,SENNOSIDES,100,,3.70,0,Reckitts,,5000158061118,
SENOKOT 7.5MG/5ML SYRUP ULM POA,SENNOSIDE B,150,,0.00,0,Unlicensed Medicines,S1A,,2200002963947
SENSURA 10011 BASEPLATES FLAT CLICK 2PCE,,5,93529,22.84,0,Coloplast,,,5099627185202
SENSURA 10011 CLICK 2PC OSTOMY SYSTEM,,5,93529,22.84,0,Coloplast,,5708932358279,5099627303989
SENSURA 10015 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407083,5099627721394
SENSURA 10016 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407106,5099627721837
SENSURA 10017 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407120,5099627058926
SENSURA 10021 BASEPLATES FLAT CLICK 2PCE,,5,93529,22.84,0,Coloplast,,5708932358293,5099627185240
SENSURA 10021 CLICK 2PC OSTOMY SYSTEM,,5,,22.84,0,Coloplast,,,5099627304023
SENSURA 10025 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407144,5099627062008
SENSURA 10026 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407168,5099627366816
SENSURA 10027 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407182,5099627261319
SENSURA 10031 BASEPLATES FLAT CLICK 2PCE,,5,93529,22.84,0,Coloplast,,,5099627185257
SENSURA 10031 CLICK 2PC OSTOMY SYSTEM,,5,,22.84,0,Coloplast,,5708932358316,5099627305532
SENSURA 10035 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407205,5099627862837
SENSURA 10036 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407229,5099627875059
SENSURA 10041 CLICK 2PC OSTOMY SYSTEM,,5,93529,22.84,0,Coloplast,,5708932399142,5099627389792
SENSURA 10045 CLICK XPRO 2PC,,5,93517,23.85,0,Coloplast,,5708932407243,5099627878166
SENSURA 10104 FLEX XPRO 2PC,,10,93601,45.85,0,Coloplast,,5708932409537,5099627879958
SENSURA 10105 FLEX XPRO 2PC,,10,93601,45.85,0,Coloplast,,5708932409759,5099627879989
SENSURA 10106 FLEX XPRO 2PC,,10,93601,45.85,0,Coloplast,,5708932409995,5099627880039
SENSURA 10108 FLEX 2PC OSTOMY SYSTEM,,5,93649,22.53,0,Coloplast,,5708932385138,5099627291521
SENSURA 10401 MIO 1PC DRAIN B/FIT MINI,,30,93840,127.38,0,Coloplast,,5708932920872,5099627338578
SENSURA 10411 MIO 1PC DRAIN B/FIT MIDI,,30,93840,127.38,0,Coloplast,,5708932920865,5099627338585
SENSURA 10412 MIO 1PC DRAIN B/FIT MIDI,,30,93840,127.38,0,Coloplast,,5708932920858,5099627338592
SENSURA 10413 MIO 1PC DRAIN B/FIT MIDI,,30,93840,127.38,0,Coloplast,,5708932920841,5099627338615
SENSURA 10414 MIO 1PC DRAIN B/FIT MIDI,,30,93840,127.38,0,Coloplast,,5708932920834,5099627338622
SENSURA 10421 MIO 1PC DRAIN B/FIT MAXI,,30,93840,127.38,0,Coloplast,,5708932920827,5099627338639
SENSURA 10422 MIO 1PC DRAIN B/FIT MAXI,,30,93840,127.38,0,Coloplast,,5708932920810,5099627338660
SENSURA 10423 MIO 1PC DRAIN B/FIT MAXI,,30,93840,127.38,0,Coloplast,,5708932920803,5099627338677
SENSURA 10424 MIO 1PC DRAIN B/FIT MAXI,,30,93840,127.38,0,Coloplast,,5708932920797,5099627338745
SENSURA 10428 MIO 1PC DRAIN B/FIT MAXI,,30,93840,127.38,0,Coloplast,,5708932920780,5099627338752
SENSURA 10502 MIO CLK 2PC BASEPLATE 40MM,,5,93893,25.12,0,Coloplast,,5708932921060,5099627338790
SENSURA 10512 MIO CLK 2PC BASEPLATE 50MM,,5,93893,25.12,0,Coloplast,,5708932921053,5099627338837
SENSURA 10522 MIO CLK 2PC BASEPLATE 60MM,,5,93893,25.12,0,Coloplast,,5708932921046,5099627338882
SENSURA 10531 MIO CLK 2PC BASEPLATE 70MM,,5,93893,25.12,0,Coloplast,,5708932921039,5099627338899
SENSURA 10551 MIO FLEX 2PC BASEPLTE 35MM,,10,93889,50.44,0,Coloplast,,5708932921022,5099627338905
SENSURA 10561 MIO FLEX 2PC BASEPLTE 50MM,,10,93889,50.44,0,Coloplast,,5708932921015,5099627338912
SENSURA 10562 MIO FLEX 2PC BASEPLTE 50MM,,10,93889,50.44,0,Coloplast,,5708932921008,5099627338929
SENSURA 10563 MIO FLEX 2PC BASEPLTE 50MM,,10,93889,50.44,0,Coloplast,,5708932920995,5099627338936
SENSURA 10564 MIO FLEX 2PC BASEPLTE 50MM,,10,93889,50.44,0,Coloplast,,5708932920988,5099627338943
SENSURA 10565 MIO FLEX 2PC BASEPLTE 50MM,,10,93889,50.44,0,Coloplast,,5708932560979,5099627338950
SENSURA 10571 MIO FLEX 2PC BASEPLTE 70MM,,10,93889,50.44,0,Coloplast,,5708932920971,5099627339339
SENSURA 10581 MIO 1PC UROSTOMY MIDI,,30,93894,188.10,0,Coloplast,,5708932920773,5099627907248
SENSURA 10582 MIO 1PC UROSTOMY MAXI,,30,93894,188.10,0,Coloplast,,5708932920766,5099627926300
SENSURA 10583 MIO 1PC UROSTOMY MAXI,,30,93894,188.10,0,Coloplast,,5708932920759,5099627153829
SENSURA 10584 MIO 1PC UROSTOMY MAXI,,30,93894,188.10,0,Coloplast,,5708932920742,5099627154567
SENSURA 10585 MIO 1PC UROSTOMY MAXI,,30,93894,188.10,0,Coloplast,,5708932920735,5099627155366
SENSURA 10586 MIO 1PC UROSTOMY MAXI,,30,93894,188.10,0,Coloplast,,5708932920728,5099627155557
SENSURA 10670 MIO 1PC CLOSED MINI,,30,93836,113.46,0,Coloplast,,5708932553797,5099627592352
SENSURA 10671 MIO 1PC CLOSED MIDI,,30,93836,113.46,0,Coloplast,,5708932920964,5099627592895
SENSURA 10672 MIO 1PC CLOSED MIDI,,30,93836,113.46,0,Coloplast,,5708932920957,5099627593175
SENSURA 10673 MIO 1PC CLOSED MIDI,,30,93836,113.46,0,Coloplast,,5708932920940,5099627593243
SENSURA 10674 MIO 1PC CLOSED MIDI,,30,93836,113.46,0,Coloplast,,5708932920933,5099627593250
SENSURA 10681 MIO 1PC CLOSED MAXI,,30,93836,113.46,0,Coloplast,,5708932920926,5099627593854
SENSURA 10683 MIO 1PC CLOSED MAXI,,30,93836,113.46,0,Coloplast,,5708932920919,5099627593885
SENSURA 10684 MIO 1PC CLOSED MAXI,,30,93836,113.46,0,Coloplast,,5708932920902,5099627594387
SENSURA 10685 MIO 1PC CLOSED MAXI,,30,93836,113.46,0,Coloplast,,5708932920896,5099627595070
SENSURA 10691 MIO 1PC CLOSED MAXI,,30,93836,113.46,0,Coloplast,,5708932920889,5099627597470
SENSURA 11011 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358118,5099627574761
SENSURA 11012 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358132,5099627574815
SENSURA 11015 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406215,5099627271103
SENSURA 11016 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406239,5099627271127
SENSURA 11021 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358194,5099627574891
SENSURA 11022 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358217,5099627574914
SENSURA 11023 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358231,5099627575072
SENSURA 11024 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358255,5099627354868
SENSURA 11025 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406253,5099627271141
SENSURA 11026 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406277,5099627271158
SENSURA 11028 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406314,5099627271172
SENSURA 11031 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358156,5099627201353
SENSURA 11032 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932358170,5099627205603
SENSURA 11035 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406338,5099627271196
SENSURA 11036 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406352,5099627271219
SENSURA 11041 CLICK SOFT SEAL 2PC CNVX,,5,93552,23.28,0,Coloplast,,5708932399128,5099627286794
SENSURA 11045 CLICK XPRO SFT SL 2PC CNVX,,5,93567,23.37,0,Coloplast,,5708932406376,5099627704663
SENSURA 11201 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920711,5099627115704
SENSURA 11202 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920704,5099627702737
SENSURA 11212 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920698,5099627702768
SENSURA 11213 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920681,5099627957847
SENSURA 11214 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920674,5099627957915
SENSURA 11221 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920667,5099627957953
SENSURA 11222 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920650,5099627133845
SENSURA 11223 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920643,5099627134637
SENSURA 11225 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920636,5099627134859
SENSURA 11226 MIO CLICK 2PC CLSD MECH,,30,93435,61.53,0,Coloplast,,5708932920629,5099627993142
SENSURA 11231 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920520,5099627993296
SENSURA 11232 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920513,5099627993319
SENSURA 11241 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920506,5099627993340
SENSURA 11242 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920490,5099627998970
SENSURA 11243 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920483,5099627838771
SENSURA 11244 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920476,5099627843782
SENSURA 11251 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920469,5099627849111
SENSURA 11252 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920452,5099627983662
SENSURA 11253 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920445,5099627983877
SENSURA 11261 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920438,5099627933094
SENSURA 11262 MIO CLICK 2PC DRAIN MECH,,30,93421,65.26,0,Coloplast,,5708932920421,5099627934794
SENSURA 11301 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351614,5099627959360
SENSURA 11302 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351430,5099627959391
SENSURA 11303 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351539,5099627959698
SENSURA 11307 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932384230,5099627959834
SENSURA 11312 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351652,5099627960458
SENSURA 11313 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351478,5099627960502
SENSURA 11314 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351492,5099627960526
SENSURA 11315 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351515,5099627960755
SENSURA 11316 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351553,5099627960953
SENSURA 11317 FLEX SOFT SEAL 2PC CNVX,,5,93620,23.41,0,Coloplast,,5708932351577,5099627961073
SENSURA 11491 MIO CLICK 2PC MECH COUPL,,30,93478,102.24,0,Coloplast,,5708932920315,5099627961103
SENSURA 11492 MIO CLICK 2PC MECH COUPL,,30,93478,102.24,0,Coloplast,,5708932920308,5099627574419
SENSURA 11496 MIO CLICK 2PC MECH COUPL,,30,93478,102.24,0,Coloplast,,5708932920292,5099627578462
SENSURA 11497 MIO CLICK 2PC MECH COUPL,,30,93478,102.24,0,Coloplast,,5708932920285,5099627890908
SENSURA 11498 MIO CLICK 2PC MECH COUPL,,30,93478,102.24,0,Coloplast,,5708932920278,5099627891202
SENSURA 11499 MIO CLICK 2PC UROSTOMY,,30,94301,102.24,0,Coloplast,,5708932106160,5099627440912
SENSURA 11500 MIO CLICK 2PC UROSTOMY,,30,94301,102.24,0,Coloplast,,5708932106191,5099627439824
SENSURA 11841 CLICK MULTICHAMBER 2PC MID,,30,93583,102.24,0,Coloplast,,5708932401555,5099627755771
SENSURA 11842 CLICK MULTICHAMBER 2PC MID,,30,93583,102.24,0,Coloplast,,5708932401579,5099627755825
SENSURA 11844 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401593,5099627775182
SENSURA 11845 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401722,5099627074018
SENSURA 11846 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401746,5099627964708
SENSURA 11851 CLICK MULTICHAMBER 2PC MID,,30,93583,102.24,0,Coloplast,,5708932401654,5099627965316
SENSURA 11852 CLICK MULTICHAMBER 2PC MID,,30,93583,102.24,0,Coloplast,,5708932401678,5099627474177
SENSURA 11854 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401692,5099627474344
SENSURA 11855 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401616,5099627474375
SENSURA 11856 CLICK MULTICHAMBER 2PC MAX,,30,93583,102.24,0,Coloplast,,5708932401630,5099627474412
SENSURA 11901 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920612,5099627855334
SENSURA 11902 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920605,5099627679886
SENSURA 11911 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920599,5099627680356
SENSURA 11912 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920582,5099627980784
SENSURA 11913 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920575,5099627980937
SENSURA 11914 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920568,5099627981187
SENSURA 11921 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920551,5099627754293
SENSURA 11922 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920544,5099627754309
SENSURA 11923 MIO FLEX 2PC CLSED MECH,,30,93452,67.98,0,Coloplast,,5708932920537,5099627754422
SENSURA 11951 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920414,5099627941341
SENSURA 11952 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920407,5099627852029
SENSURA 11953 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920391,5099627852715
SENSURA 11961 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920384,5099627853231
SENSURA 11962 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920377,5099627853309
SENSURA 11963 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920360,5099627853606
SENSURA 11964 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920353,5099627854344
SENSURA 11971 MIO FLEX 2PC DRAIN MECH,,30,93474,67.14,0,Coloplast,,5708932920346,5099627854511
SENSURA 11972 MIO FLEX 2PC DRAIN MECH,,30,93464,67.14,0,Coloplast,,5708932920339,5099627854818
SENSURA 11973 MIO FLEX 2PC DRAIN MECH,,30,93477,67.14,0,Coloplast,,5708932920322,5099627854948
SENSURA 12291 MIO FLEX 2PC UROSTOMY 35MM,,30,93888,116.49,0,Coloplast,,5708932920261,5099627597487
SENSURA 12292 MIO FLEX 2PC UROSTOMY 35MM,,30,93888,116.49,0,Coloplast,,5708932920254,5099627597500
SENSURA 12296 MIO FLEX 2PC UROSTOMY 50MM,,30,93888,116.49,0,Coloplast,,5708932920247,5099627598316
SENSURA 12297 MIO FLEX 2PC UROSTOMY 50MM,,30,93888,116.49,0,Coloplast,,5708932920230,5099627598378
SENSURA 12298 MIO FLEX 2PC UROSTOMY 50MM,,30,93888,116.49,0,Coloplast,,5708932920223,5099627598415
SENSURA 13204 FLEX 2PC BAG MIDI,,30,93605,61.80,0,Coloplast,,5708932354899,5099627880084
SENSURA 13205 FLEX 2PC BAG MIDI,,30,93605,61.80,0,Coloplast,,5708932355018,5099627880107
SENSURA 13212 FLEX 2PC BAG MAXI,,30,93605,61.80,0,Coloplast,,5708932355094,5099627055147
SENSURA 13214 FLEX 2PC COLOSTOMY BG MAXI,,30,93605,61.80,0,Coloplast,,5708932354912,5099627355841
SENSURA 13215 FLEX 2PC BAG MAXI,,30,93605,61.80,0,Coloplast,,5708932355032,5099627055437
SENSURA 13217 FLEX 2PC BAG MAXI,,30,93605,61.80,0,Coloplast,,5708932355131,5099627055482
SENSURA 13218 FLEX 2PC BAG MAXI,,30,93605,61.80,0,Coloplast,,5708932355117,5099627058254
SENSURA 13220 FLEX 2PC BAG XLARGE,,30,93605,61.80,0,Coloplast,,5708932386166,5099627906975
SENSURA 13224 FLEX 2PC BAG MINI,,30,93605,61.80,0,Coloplast,,5708932354875,5099627907279
SENSURA 13291 FLEX 2PC BAG XXLARGE,,30,93605,61.80,0,Coloplast,,5708932386180,5099627932516
SENSURA 13304 CLICK 2PC BAG MINI,,30,93500,55.93,0,Coloplast,,5708932360999,5099627155304
SENSURA 13305 CLICK 2PC BAG MINI,,30,93500,55.93,0,Coloplast,,5708932361071,5099627155427
SENSURA 13314 CLICK 2PC BAG MIDI,,30,93500,55.93,0,Coloplast,,5708932361019,5099627157797
SENSURA 13315 CLICK 2PC BAG MIDI,,30,93500,55.93,0,Coloplast,,5708932361095,5099627593878
SENSURA 13316 CLICK 2PC BAG MIDI,,30,93500,55.93,0,Coloplast,,5708932361187,5099627594110
SENSURA 13324 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361033,5099627162500
SENSURA 13325 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361118,5099627136051
SENSURA 13326 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361200,5099627136167
SENSURA 13327 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932399043,5099627136259
SENSURA 13394 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361057,5099627582339
SENSURA 13395 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361132,5099627587488
SENSURA 13396 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932361224,5099627859752
SENSURA 13397 CLICK 2PC BAG MAXI,,30,93500,55.93,0,Coloplast,,5708932399067,5099627959179
SENSURA 14875 CLICK 2PC ILEOSTOMY BG MIN,,30,93486,59.33,0,Coloplast,,5708932360838,5099627976640
SENSURA 14884 CLICK 2PC ILEOSTOMY BG MID,,30,93486,59.33,0,Coloplast,,5708932360814,5099627985185
SENSURA 14885 CLICK 2PC ILEOSTOMY BG MID,,30,93486,59.33,0,Coloplast,,5708932360852,5099627986298
SENSURA 14886 CLICK 2PC ILEOSTOMY BG MID,,30,93486,59.33,0,Coloplast,,5708932360913,5099627816847
SENSURA 14894 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932379984,5099627436373
SENSURA 14895 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932360876,5099627551588
SENSURA 14896 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932360937,5099627567282
SENSURA 14897 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932399081,5099627656191
SENSURA 14905 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932360890,5099627656306
SENSURA 14906 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932360951,5099627700672
SENSURA 14907 CLICK 2PC ILEOSTOMY BG MAX,,30,93486,59.33,0,Coloplast,,5708932399104,5099627197311
SENSURA 14914 FLEX 2PC ILEOSTOMY BG MINI,,30,93906,59.88,0,Coloplast,,5708932353793,5099627287036
SENSURA 14921 FLEX 2PC ILEOSTOMY BG MID,,30,93892,61.04,0,Coloplast,,5708932353878,5099627284028
SENSURA 14924 FLEX 2PC ILEOSTOMY BG MID,,30,93892,61.04,0,Coloplast,,5708932353816,5099627285759
SENSURA 14925 FLEX 2PC ILEOSTOMY BG MID,,30,93892,61.04,0,Coloplast,,5708932353694,5099627285773
SENSURA 14932 FLEX 2PC ILEOSTOMY BG MAX,,30,93892,61.04,0,Coloplast,,5708932353779,5099627285797
SENSURA 14934 FLEX 2PC ILEOSTOMY BG MAX,,30,93892,61.04,0,Coloplast,,5708932353830,5099627285827
SENSURA 14935 FLEX 2PC ILEOSTOMY BG MAX,,30,93892,61.04,0,Coloplast,,,5099627552158
SENSURA 14937 FELX 2PC ILEOSTOMY BG MAX,,30,93892,61.04,0,Coloplast,,5708932353656,5099627286367
SENSURA 14938 FLEX 2PC ILEOSTOMY BG MAX,,30,93892,61.04,0,Coloplast,,5708932353632,5099627355407
SENSURA 14990 FLEX 2PC ILEOSTOMY BG XXL,,30,93892,61.04,0,Coloplast,,5708932386791,5099627355520
SENSURA 14991 FLEX 2PC ILEOSTOMY BG XXL,,30,93892,61.04,0,Coloplast,,5708932386777,5099627355773
SENSURA 15000 COLOSTOMY BAG MIDI,,30,93315,103.15,0,Coloplast,,5708932429719,5099627388924
SENSURA 15001 COLOSTOMY BAG MIDI,,30,93315,103.15,0,Coloplast,,5708932429733,5099627389631
SENSURA 15002 COLOSTOMY BAG MIDI,,30,93315,103.15,0,Coloplast,,5708932429757,5099627416047
